Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Doses,Coverage
COUNTRIES,IND,India,2017,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1899389.0,1502621,79.1
COUNTRIES,IND,India,2017,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,,447238,
COUNTRIES,IND,India,2017,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4175619.0,3702359,88.7
COUNTRIES,IND,India,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3462447.0,3162942,91.3
COUNTRIES,IND,India,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,540610.0,478503,88.5
COUNTRIES,IND,India,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1237396.0,1026495,83.0
COUNTRIES,IND,India,2017,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4898874.0,4280027,87.4
COUNTRIES,IND,India,2017,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3157706.0,2653491,84.0
COUNTRIES,IND,India,2017,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3230292.0,2751057,85.2
COUNTRIES,IND,India,2017,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4138971.0,3588514,86.7
COUNTRIES,IND,India,2017,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,,2557929,94.6
COUNTRIES,IND,India,2017,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4176807.0,3523728,84.4
COUNTRIES,IND,India,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,2032901,86.8
COUNTRIES,IND,India,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1286503.0,1074921,83.6
COUNTRIES,IND,India,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1368993.0,1030098,75.2
COUNTRIES,IND,India,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),867347.0,837418,96.5
COUNTRIES,IND,India,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2113602.0,1627095,77.0
COUNTRIES,IND,India,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2550016.0,2147473,84.2
COUNTRIES,IND,India,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1863642.0,1599327,85.8
COUNTRIES,IND,India,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,955433.0,804269,84.2
COUNTRIES,IND,India,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,3237265,94.0
COUNTRIES,IND,India,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3370673.0,3255367,96.6
COUNTRIES,IND,India,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4585922.0,4276360,93.2
COUNTRIES,IND,India,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2329460.0,2251397,96.6
COUNTRIES,IND,India,2018,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2700402.0,2398476,88.8
COUNTRIES,IND,India,2018,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,1051664.0,887665,84.4
COUNTRIES,IND,India,2018,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4031739.0,3490863,86.6
COUNTRIES,IND,India,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),408712.0,376516,92.1
COUNTRIES,IND,India,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1476370.0,1168036,79.1
COUNTRIES,IND,India,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3007352.0,2557493,85.0
COUNTRIES,IND,India,2018,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3489250.0,3252426,93.2
COUNTRIES,IND,India,2018,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3199284.0,3106797,97.1
COUNTRIES,IND,India,2018,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,520723.0,471618,
COUNTRIES,IND,India,2018,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2639975.0,2264664,85.8
COUNTRIES,IND,India,2018,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,,3706668,79.2
COUNTRIES,IND,India,2018,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,846326,95.3
COUNTRIES,IND,India,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4014376.0,3613359,90.0
COUNTRIES,IND,India,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4983466.0,3991904,80.1
COUNTRIES,IND,India,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3985818.0,3443028,86.4
COUNTRIES,IND,India,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3623190.0,2991248,82.6
COUNTRIES,IND,India,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2970875.0,2627956,88.5
COUNTRIES,IND,India,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,622852,90.2
COUNTRIES,IND,India,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2846505.0,2073324,72.8
COUNTRIES,IND,India,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3412417.0,2969399,87.0
COUNTRIES,IND,India,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2637027.0,2348763,89.1
COUNTRIES,IND,India,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2612645.0,1938735,74.2
COUNTRIES,IND,India,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2486158.0,2064472,
COUNTRIES,IND,India,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4232969.0,3263437,77.1
COUNTRIES,IND,India,2019,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),642681.0,613380,95.4
COUNTRIES,IND,India,2019,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,,2260964,91.7
COUNTRIES,IND,India,2019,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3306423.0,2749608,83.2
COUNTRIES,IND,India,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1080910.0,1005204,
COUNTRIES,IND,India,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3372595.0,2967294,88.0
COUNTRIES,IND,India,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4094715.0,3611838,88.2
COUNTRIES,IND,India,2019,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3824534.0,3113369,81.4
COUNTRIES,IND,India,2019,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2684374.0,2299706,85.7
COUNTRIES,IND,India,2019,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1606477.0,1427927,88.9
COUNTRIES,IND,India,2019,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),476981.0,382701,80.2
COUNTRIES,IND,India,2019,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4683830.0,4020375,85.8
COUNTRIES,IND,India,2019,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,683212.0,561079,82.1
COUNTRIES,IND,India,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3661944.0,2990042,81.7
COUNTRIES,IND,India,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1835875.0,1682608,91.7
COUNTRIES,IND,India,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3912492.0,3390324,86.7
COUNTRIES,IND,India,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3276994.0,3018964,92.1
COUNTRIES,IND,India,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,,4540905,92.0
COUNTRIES,IND,India,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2147828.0,2147828,100.0
COUNTRIES,IND,India,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),636468.0,545798,85.8
COUNTRIES,IND,India,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,657565.0,635278,96.6
COUNTRIES,IND,India,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,653512.0,550512,84.2
COUNTRIES,IND,India,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2745324.0,2603736,94.8
COUNTRIES,IND,India,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,110898.0,85803,77.4
COUNTRIES,IND,India,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2184942.0,1690655,77.4
COUNTRIES,IND,India,2020,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1512027.0,1243195,82.2
COUNTRIES,IND,India,2020,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,109853.0,99010,90.1
COUNTRIES,IND,India,2020,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1544540.0,1369125,88.6
COUNTRIES,IND,India,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2747263.0,2008926,73.1
COUNTRIES,IND,India,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,,521608,87.3
COUNTRIES,IND,India,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3438253.0,3085542,89.7
COUNTRIES,IND,India,2020,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1455346.0,1327231,91.2
COUNTRIES,IND,India,2020,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3345460.0,2777100,83.0
COUNTRIES,IND,India,2020,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,4386844,87.8
COUNTRIES,IND,India,2020,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3135408.0,2770463,88.4
COUNTRIES,IND,India,2020,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,497681.0,448737,90.2
COUNTRIES,IND,India,2020,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1267286.0,1088695,85.9
COUNTRIES,IND,India,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1242098.0,1095107,88.2
COUNTRIES,IND,India,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4051331.0,3428350,
COUNTRIES,IND,India,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1031110.0,929156,90.1
COUNTRIES,IND,India,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4551710.0,3945423,86.7
COUNTRIES,IND,India,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,229005.0,211514,92.4
COUNTRIES,IND,India,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4108905.0,3270953,79.6
COUNTRIES,IND,India,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3049329.0,2393484,78.5
COUNTRIES,IND,India,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,1474607.0,1228578,83.3
COUNTRIES,IND,India,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4254573.0,3909181,91.9
COUNTRIES,IND,India,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4842571.0,4289162,88.6
COUNTRIES,IND,India,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4642587.0,4360344,93.9
COUNTRIES,IND,India,2021,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4108008.0,3572752,87.0
COUNTRIES,IND,India,2021,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),4198002.0,4009376,95.5
COUNTRIES,IND,India,2021,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2763925.0,2276393,82.4
COUNTRIES,IND,India,2021,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3168558.0,2655849,83.8
COUNTRIES,IND,India,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),4075975.0,3344601,82.1
COUNTRIES,IND,India,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3686374.0,3142161,85.2
COUNTRIES,IND,India,2021,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,544902.0,532423,97.7
COUNTRIES,IND,India,2021,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3564028.0,2818867,79.1
COUNTRIES,IND,India,2021,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2571101.0,2086243,
COUNTRIES,IND,India,2021,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,319776.0,288544,90.2
COUNTRIES,IND,India,2021,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1134721.0,866925,76.4
COUNTRIES,IND,India,2021,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4426521.0,4114675,93.0
COUNTRIES,IND,India,2021,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1887224.0,1588700,84.2
COUNTRIES,IND,India,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),504018.0,408087,81.0
COUNTRIES,IND,India,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2980218.0,2680784,90.0
COUNTRIES,IND,India,2021,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2319875.0,2000887,86.2
COUNTRIES,IND,India,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4369822.0,3930952,90.0
COUNTRIES,IND,India,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2883445.0,2759723,95.7
COUNTRIES,IND,India,2022,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2729236.0,2154025,78.9
COUNTRIES,IND,India,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1541646.0,1452054,94.2
COUNTRIES,IND,India,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,1324588.0,1251375,94.5
COUNTRIES,IND,India,2022,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,2940125,90.1
COUNTRIES,IND,India,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2335209.0,2098837,89.9
COUNTRIES,IND,India,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2566346.0,2553292,99.5
COUNTRIES,IND,India,2022,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,690215.0,608780,88.2
COUNTRIES,IND,India,2022,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),640126.0,568088,88.7
COUNTRIES,IND,India,2022,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,512375.0,423792,82.7
COUNTRIES,IND,India,2022,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1558287.0,1399087,89.8
COUNTRIES,IND,India,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2033880.0,1823754,89.7
COUNTRIES,IND,India,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3191414.0,2642014,82.8
COUNTRIES,IND,India,2022,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4208568.0,3171045,75.3
COUNTRIES,IND,India,2022,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1127261.0,913994,81.1
